FORMA|LEMMA|ETIMO|LANG|POS|FUNCT||ADPTYPE|ADVTYPE|ADVTYPE2|CASE|DEGREE|DETERTYPE|GENDER|MOOD|MWES|NUMBER|NUMTYPE|PARTTYPE|PERSON|PRONTYPE|PROPERTY|TENSE|VERBFORM|VOICE|g|h|p|v
mies|mieus|MELIOR||adverb|||||||cmp||||||||||||||g||p|v
mie|mie1|MICA||adverb|||||neg||||||||||||||||g||p|v
milliers|milier|MILLE||noun||||||acc|||masc|||plur|||||||||g||p|v
mil|mil1|MILLE||numeral|||||||||||||card||||||||g||p|v
mirer|mirer|MIRARI||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
miroit|mirer|MIRARI||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
mises|metre2|MITTERE||verb|compPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
mise|metre2|MITTERE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
mise|metre2|MITTERE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
mistrent|metre2|MITTERE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
mistrent|metre2|MITTERE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
mist|metre2|MITTERE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
mist|metre2|MITTERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
mis|metre2|MITTERE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
mis|metre2|MITTERE||verb|compPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
mis|metre2|MITTERE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mis|metre2|MITTERE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
mis|metre2|MITTERE||verb||||||||||||sing|||1|||past|ind|rfl|g||p|v
mis|metre2|MITTERE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
mis|metre2|MITTERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mi|moi|ME||pronoun||||||acc||||||sing|||1|prs|||||g||p|v
moillast|moillier|*MOLLIARE||verb||||||||||imp||sing|||3||trans||fin|act|g||p|v
moins|moins|MINUS||adverb|Adv||||||||||mwes||||||||||g||p|v
mois|mois|MENSIS||noun||||||nom|||masc|||sing|||||||||g||p|v
mois|mois|MENSIS||noun||||||acc|||masc|||sing|||||||||g||p|v
moitiez|moitié|MEDIETAS||noun|||||||||fem|||plur|||||||||g||p|v
moi|moi|ME||pronoun||||||nom||||||sing|||1|prs|||||g||p|v
moi|moi|ME||pronoun||||||acc||||||sing|||1|prs|||||g||p|v
monde|monde1|MUNDUS1||noun||||||acc|||masc|||sing|||||||||g||p|v
monde|monde1|MUNDUS1||noun||||||nom|||masc|||sing|||||||||g||p|v
monta|monter|*MONTARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
monterent|monter|*MONTARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
monte|monter|*MONTARE||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
monton|mouton|*MULTO||noun||||||acc|||masc|||sing|||||||||g||p|v
monton|mouton|*MULTO||noun||||||nom|||masc|||sing|||||||||g||p|v
montés|monter|*MONTARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mon|mon1|MEUS||determiner||||||acc||poss|masc|||sing|||||||||g||p|v
mon|mon1|MEUS||determiner||||||nom||poss|masc|||sing|||||||||g||p|v
morais|morir|MORI||verb||||||||||cnd||sing|||2||intr|pres|fin||g||p|v
morirent|morir|MORI||verb||||||||||||plur|||3||intr|past|ind||g||p|v
morir|morir|MORI||verb||||||||||inf|||||||intr|pres|ind||g||p|v
morne|morne|*MORNôN||adjective|||||||||fem|||sing|||||||||g||p|v
mors|morir|MORI||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mors|morir|MORI||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
mors|morir|MORI||verb|Noun||||||||masc|part||plur||||||past|ind||g||p|v
mors|morir|MORI||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
mortels|mortel|MORTALIS||adjective|||||||||fem|||plur|||||||||g||p|v
mortels|mortel|MORTALIS||adjective||||||acc|||masc|||plur|||||||||g||p|v
mortel|mortel|MORTALIS||adjective|||||||||fem|||sing|||||||||g||p|v
morte|morir|MORI||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
morte|morir|MORI||verb|||||||||fem|part||sing||||||past|ind||g||p|v
mort|morir|MORI||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mort|morir|MORI||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
mort|morir|MORI||verb|Adj||||||||masc|part||sing||||||past|ind||g||p|v
mort|mort|MORI||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
mort|mort|MORS||noun|||||||||fem|||sing|||||||||g||p|v
morut|morir|MORI||verb||||||||||||sing|||3||intr|past|ind||g||p|v
mostrer|mostrer|MONSTRARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
mos|mot|MUTTUM||noun||||||acc|||masc|||plur|||||||||g||p|v
mot|mot|MUTTUM||noun||||||acc|||masc|||sing|||||||||g||p|v
moult|mout|MULTUS||adverb|||||||||||||||||||||g||p|v
moustra|mostrer|MONSTRARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
moustrer|mostrer|MONSTRARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
moustrés|mostrer|MONSTRARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
moustré|mostrer|MONSTRARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
muer|morir|MORI||verb||||||||||||sing|||1||intr|pres|ind||g||p|v
mues|mu1|MUTUS||adjective|||||||||fem|||plur|||||||||g||p|v
multipliant|moutepliier |MULTIPLICARE||verb||||||||||part|||||||intr|pres|ind||g||p|v
multiplia|moutepliier|MULTIPLICARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
multiplioit|moutepliier |MULTIPLICARE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
mult|mout|MULTUS||adverb|||||||||||||||||||||g||p|v
muoient|müer|MUTARE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
murs|mur|MURUS||noun||||||nom|||masc|||plur|||||||||g||p|v
murs|mur|MURUS||noun||||||acc|||masc|||plur|||||||||g||p|v
musiqe|musique1|MUSIVUM||noun||||||acc|||masc|||sing|||||||||g||p|v
m|mil1|MILLE||numeral|||||||||||||card||||||||g||p|v
mès|mais1|MAGIS2||adverb|||||||||||||||||||||g||p|v
més|mais1|MAGIS2||adverb|||||||||||||||||||||g||p|v
m’|moi|ME||pronoun||||||acc||||||sing|||1|prs|||||g||p|v
nagerent|nagier|NAVIGARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
nagier|nagier|NAVIGARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
naistre|naistre|NASCI||verb||||||||||inf|||||||intr|pres|ind||g||p|v
najé|nagier|NAVIGARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
narra|narrer|NARRARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
nasel|nasel|NASUS||noun||||||nom|||masc|||sing|||||||||g||p|v
nasiment|naissement|NASCI||noun||||||acc|||masc|||sing|||||||||g||p|v
nasqi|naistre|NASCI||verb||||||||||||sing|||3||intr|past|ind||g||p|v
natorels|naturel|NATURALIS||adjective|||||||||fem|||plur|||||||||g||p|v
navies|navie|NAVIGIUM||noun|||||||||fem|||plur|||||||||g||p|v
navie|navie|NAVIGIUM||noun|||||||||fem|||sing|||||||||g||p|v
navrés|navrer|*NAFRA||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
navréz|navrer|*NAFRA||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
nees|naistre|NASCI||verb|compTens||||||||fem|part|mwes|plur||||||past|ind||g||p|v
nef|nef2|NAVIS||noun|||||||||fem|||plur|||||||||g||p|v
nef|nef2|NAVIS||noun|||||||||fem|||sing|||||||||g||p|v
neis|nëis|NEC||adverb|||||neg||||||||||||||||g||p|v
nen|non|NON||adverb|||||neg||||||||||||||||g||p|v
nestor|Nestor|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
nestor|Nestor|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
nes|nef2|NAVIS||noun|||||||||fem|||plur|||||||||g||p|v
nes|nef2|NAVIS||noun|||||||||fem|||sing|||||||||g||p|v
nes|nase|NASUS||noun||||||acc|||masc|||sing|||||||||g||p|v
nevo|nevo|NEPOS||noun||||||nom|||masc|||sing|||||||||g||p|v
nevo|nevo|NEPOS||noun||||||acc|||masc|||sing|||||||||g||p|v
ne|ne2|NEC||coordinating conjunction|||||||||||||||||||||g||p|v
ne|ne1|NON||adverb|||||neg||||||||||||||||g||p|v
nies|nevo|NEPOS||noun||||||acc|||masc|||sing|||||||||g||p|v
nigromansie|nigremancie|NECROMANTIA||noun|||||||||fem|||sing|||||||||g||p|v
ni|ne1|NON||adverb|||||neg||||||||||||||||g||p|v
ni|ne2|NEC||coordinating conjunction|||||||||||||||||||||g||p|v
noble|noble2|NOBILIS||adjective|||||||||fem|||sing|||||||||g||p|v
noel|noiel|*NODELLUS||noun||||||acc|||masc|||sing|||||||||g||p|v
noiant|nïent|*NE GENTEM||noun||||||nom|||neut|||sing|||||||||g||p|v
noiant|nïent|*NE GENTEM||noun||||||acc|||neut|||sing|||||||||g||p|v
noiant|nïent|*NE GENTEM||adverb|||||neg||||||||||||||||g||p|v
noiassent|noiier1|NECARE||verb||||||||||imp||plur|||3||intr||fin||g||p|v
noiast|noiier1|NECARE||verb||||||||||imp||sing|||3||intr||fin||g||p|v
noier|noiier1|NECARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
noif|noif|NIX||noun|||||||||fem|||sing|||||||||g||p|v
noire|noir|NIGER||adjective|||||||||fem|||sing|||||||||g||p|v
noise|noise|NAUSEA||noun|||||||||fem|||sing|||||||||g||p|v
nomees|nomer|NOMINARE||verb|compPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
nomer|nomer|NOMINARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
nom|nom|NOMEN||noun||||||acc|||masc|||sing|||||||||g||p|v
nom|nom|NOMEN||noun||||||nom|||masc|||sing|||||||||g||p|v
només|nomer|NOMINARE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
només|nomer|NOMINARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
nons|nom|NOMEN||noun||||||nom|||masc|||plur|||||||||g||p|v
nons|nom|NOMEN||noun||||||acc|||masc|||plur|||||||||g||p|v
non|nom|NOMEN||noun||||||nom|||masc|||sing|||||||||g||p|v
non|nom|NOMEN||noun||||||acc|||masc|||sing|||||||||g||p|v
non|non|NON||adverb|||||neg||||||||||||||||g||p|v
norir|norrir|NUTRIRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
noriture|norreture|NUTRITURA||noun|||||||||fem|||sing|||||||||g||p|v
nosses|noce|NUPTIAE||noun|||||||||fem|||plur|||||||||g||p|v
nostres|nostre|NOSTER||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||acc||poss|masc|||sing|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||nom||poss|masc|||sing|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||nom||poss|masc|||plur|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||||poss|fem|||plur|||||||||g||p|v
nostre|nostre|NOSTER||determiner||||||||poss|fem|||sing|||||||||g||p|v
nos|nos|NOS||pronoun||||||acc||||||plur|||1|prs|||||g||p|v
nos|nostre|NOSTER||determiner||||||nom||poss|masc|||plur|||||||||g||p|v
nos|nos|NOSTER||determiner||||||||poss|fem|||plur|||||||||g||p|v
nos|nos|NOSTER||determiner||||||acc||poss|masc|||plur|||||||||g||p|v
nos|nos|NOS||pronoun||||||nom||||||plur|||1|prs|||||g||p|v
novelles|novele|NOVELLUS||noun|||||||||fem|||plur|||||||||g||p|v
novelle|novele|NOVELLUS||noun|||||||||fem|||sing|||||||||g||p|v
novel|novel|NOVELLUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
nues|nüe|NUBES||noun|||||||||fem|||plur|||||||||g||p|v
nue|nu|NUDUS||adjective|||||||||fem|||sing|||||||||g||p|v
nuire|nuire|NOCERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
nuit|nuit|NOX||noun|||||||||fem|||sing|||||||||g||p|v
nulle|nul|NULLUS||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
nulle|nul|NULLUS||determiner||||||||ind|fem|||sing|||||||||g||p|v
nullui|nul|NULLUS||pronoun||||||acc|||masc|||sing||||ind|||||g||p|v
nuls|nul|NULLUS||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
nuls|nul|NULLUS||pronoun||||||nom||||||sing||||ind|||||g||p|v
nuls|nul|NULLUS||determiner||||||nom||ind|masc|||sing|||||||||g||p|v
nul|nul|NULLUS||determiner||||||acc||ind|masc|||sing|||||||||g||p|v
nul|nul|NULLUS||determiner||||||nom||ind|masc|||sing|||||||||g||p|v
nus|nul|NULLUS||pronoun||||||nom|||masc|||sing||||ind|||||g||p|v
nés|naistre|NASCI||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
nés|naistre|NASCI||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
n’|en2|INDE||pronoun|||||||||||||||||||||g||p|v
n’|ne1|NON||adverb|||||neg||||||||||||||||g||p|v
obliance|oblïance |*OBLITARE||noun|||||||||fem|||sing|||||||||g||p|v
oblier|oblïer|*OBLITARE||verb||||||||||imp||sing|||2||trans|pres|fin|act|g||p|v
obli|obli|*OBLITARE||noun||||||acc|||masc|||sing|||||||||g||p|v
oceïst|ocire|OCCIDERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
ocirais|ocire|OCCIDERE||verb||||||||||||sing|||2||trans|fut|ind|act|g||p|v
ocire|ocire|OCCIDERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
ocistrent|ocire|OCCIDERE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
ocistrent|ocire|OCCIDERE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
ocist|ocire|OCCIDERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
ocis|ocire|OCCIDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
odor|odor|ODOR||noun||||||acc|||masc|||sing|||||||||g||p|v
oetes|Oetes|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
oetes|Oetes|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
ofrandes|ofrende|OFFERRE||noun|||||||||fem|||plur|||||||||g||p|v
ofrirent|ofrir|OFFERRE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
ofri|ofrir|OFFERRE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
ofroient|ofrir|OFFERRE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
ofroit|ofrir|OFFERRE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
olcir|ocire|OCCIDERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
olifant|olifant|ELEPHAS||noun||||||acc|||masc|||sing|||||||||g||p|v
ome|ome|HOMO||noun||||||acc|||masc|||sing|||||||||g||p|v
oncle|oncle|AVUNCULUS||noun||||||nom|||masc|||sing|||||||||g||p|v
ongniment|oignement|UNGUERE||noun||||||nom|||masc|||sing|||||||||g||p|v
ongniment|oignement|UNGUERE||noun||||||acc|||masc|||sing|||||||||g||p|v
onqes|onque|UMQUAM||adverb||||tim|||||||||||||||||g||p|v
onques_mès|onque|UMQUAM||adverb||||tim|||||||||||||||||g||p|v
onques|onque|UMQUAM||adverb||||tim|||||||||||||||||g||p|v
onteuse|hontos|HAUNIþA||adjective|||||||||fem|||sing|||||||||g||p|v
onte|honte|*HAUNIþA||noun|||||||||fem|||sing|||||||||g||p|v
ont|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||3|||pres|ind||g||p|v
ont|ont|UNDE||adverb||||loc|||||||||||||||||g||p|v
ont|avoir|HABERE||verb||||||||||||plur|||3||trans|pres|ind|act|g||p|v
ordeneement|orderner|ORDINARE||adverb||||man|||||||||||||||||g||p|v
ordener|ordener|ORDINARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
orent|avoir|HABERE||verb|auxTens||||||||||mwes|plur|||3|||past|ind||g||p|v
orent|avoir|HABERE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
ore|ore3|HORA||noun|||||||||fem|||sing|||||||||g||p|v
ore|or4|HORA||adverb||||tim|||||||||||||||||g||p|v
ore|ore1|AURA||noun||||||nom|||masc|||sing|||||||||g||p|v
orois|öir|AUDIRE||verb||||||||||||plur|||2||trans|fut|ind|act|g||p|v
or|or1|AURUM||noun||||||acc|||masc|||sing|||||||||g||p|v
or|or4|HORA||adverb||||tim|||||||||||||||||g||p|v
oseroie|oser|AUSARE||verb||||||||||cnd||sing|||1||intr|pres|fin||g||p|v
osiauz|oisel|AUCELLUS||noun||||||acc|||masc|||plur|||||||||g||p|v
oster|oster2|OBSTARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
ost|ost|HOSTIS||noun||||||acc|||masc|||sing|||||||||g||p|v
otroiai|otroiier|*AUCTORIZARE||verb||||||||||||sing|||1||trans|past|ind|act|g||p|v
otroia|otroiier|*AUCTORIZARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
otroierent|otroiier|*AUCTORIZARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
otroié|otroiier|*AUCTORIZARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
ot|avoir|HABERE||verb|auxTens||||||||||mwes|sing|||3|||past|ind||g||p|v
ot|avoir|HABERE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
ot|avoir|HABERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
oudir|öir|AUDIRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
oulifant|olifant|ELEPHAS||noun||||||acc|||masc|||sing|||||||||g||p|v
our|or1|AURUM||noun||||||acc|||masc|||sing|||||||||g||p|v
outreement|outreement|ULTRA||adverb|||||||||||||||||||||g||p|v
outre|outre1|ULTRA||adverb|||||||||||||||||||||g||p|v
ou|o3|AUT||coordinating conjunction|||||||||||||||||||||g||p|v
ovre|uevre|OPERA||noun|||||||||fem|||sing|||||||||g||p|v
ovri|ovrir|APERIRE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
o|o4|APUD||adposition|||||||||||||||||||||g||p|v
oïnt|oindre|UNGUERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
oïr|oir|HERES||noun||||||nom|||masc|||plur|||||||||g||p|v
oïsi|issir|EXIRE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
oïssi|issir|EXIRE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
oïstes|öir|AUDIRE||verb||||||||||||plur|||2||trans|past|ind|act|g||p|v
oïst|öir|AUDIRE||verb||||||||||imp||sing|||3||trans||fin|act|g||p|v
oï|öir|AUDIRE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
où|où|UBI||pronoun||||||||||||||||rel|||||g||p|v
pIPPO|afaire|FACERE||noun||||||acc|||masc|||sing||||||||||||
paile|pale|PALLIDUS||adjective|||||||||fem|||sing|||||||||g||p|v
pailés|paile|PALLIUM||noun||||||acc|||masc|||plur|||||||||g||p|v
pais|pais|PAX||noun|||||||||fem|||sing|||||||||g||p|v
palafroins|palefroi|PARAVEREDUS||noun||||||nom|||masc|||plur|||||||||g||p|v
palais|palais|PALATIUM||noun||||||nom|||masc|||sing|||||||||g||p|v
palais|palais|PALATIUM||noun||||||nom|||masc|||plur|||||||||g||p|v
palais|palais|PALATIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
palefroins|palefroi|PARAVEREDUS||noun||||||acc|||masc|||plur|||||||||g||p|v
pantus|Pantus|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
paor|pëor|PAVOR||noun|||||||||fem|||sing|||||||||g||p|v
par_mi|parmi|MEDIUS||adposition|||||||||||||||||||||g||p|v
par_mult_poi_qe|poi|PAUCUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
par_mult_poi_que|poi|PAUCUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
par_poi_qe|poi|PAUCUS||adverb|SConj ||||||||||mwes||||||||||g||p|v
parage|parage|PAR||noun||||||acc|||masc|||sing|||||||||g||p|v
paraje|parage|PAR||noun||||||acc|||masc|||sing|||||||||g||p|v
parches|Parche|||propernoun|||||||||fem|||sing|||||||||g||p|v
parche|Parche|||propernoun|||||||||fem|||sing|||||||||g||p|v
parcles|Parche|||propernoun|||||||||fem|||sing|||||||||g||p|v
parcle|Parche|||propernoun|||||||||fem|||sing|||||||||g||p|v
pardue|perdre|PERDERE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
pardue|perdre|PERDERE||verb|Adj||||||||fem|part||sing||||||past|ind||g||p|v
pardus|perdre|PERDERE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
parens|parent|PARENS||noun||||||nom|||masc|||sing|||||||||g||p|v
parenz|parent|PARENS||noun||||||nom|||masc|||sing|||||||||g||p|v
parfondes|parfont|PROFUNDUS||adjective|||||||||fem|||plur|||||||||g||p|v
parfon|parfont|PROFUNDUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
paris|Paris|||propernoun||||||nom|||masc|||sing|||||||||g||p|v
paris|Paris|||propernoun||||||acc|||masc|||sing|||||||||g||p|v
parlament|parlement|PARABOLARE||noun||||||acc|||masc|||sing|||||||||g||p|v
parlant|parler|PARABOLARE||verb|Adj|||||||||ger||||||||pres|ind||g||p|v
parlant|parler|PARABOLARE||verb||||||||||ger|||||||intr|pres|ind||g||p|v
parla|parler|PARABOLARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
parlement|parlement|PARABOLARE||noun||||||acc|||masc|||sing|||||||||g||p|v
parlerent|parler|PARABOLARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
parler|parler|PARABOLARE||verb|Noun|||||||||inf||||||||pres|ind||g||p|v
parler|parler|PARABOLARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
parloient|parler|PARABOLARE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
parloit|parler|PARABOLARE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
parlés|parler|PARABOLARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
parlé|parler|PARABOLARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
parmi|parmi|MEDIUS||adposition|||||||||||||||||||||g||p|v
paroilles|pareil|PARICULUS||adjective|Noun||||||||fem|||plur|||||||||g||p|v
paroille|parole|PARABOLA||noun|||||||||fem|||sing|||||||||g||p|v
paroil|pareil|PARICULUS||adjective||||||nom|||masc|||plur|||||||||g||p|v
paroil|pareil|PARICULUS||adjective|Noun|||||nom|||masc|||sing|||||||||g||p|v
paroles|parole|PARABOLA||noun|||||||||fem|||sing|||||||||g||p|v
parole|parler|PARABOLARE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
paroules|parole|PARABOLA||noun|||||||||fem|||plur|||||||||g||p|v
paroule|parole|PARABOLA||noun|||||||||fem|||sing|||||||||g||p|v
paroule|parler|PARABOLARE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
paroulle|parole|PARABOLA||noun|||||||||fem|||sing|||||||||g||p|v
parte|part1|PARS||noun|||||||||fem|||sing|||||||||g||p|v
partie|partir|PARTIRE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
partie|partie|PARTIRE||noun|||||||||fem|||sing|||||||||g||p|v
partirai|partir|PARTIRE||verb||||||||||imp||sing|||1|||fut|fin|rfl|g||p|v
partirent|partir|PARTIRE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
partirent|partir|PARTIRE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
partir|partir|PARTIRE||verb|Noun|||||||||part||||||||pres|ind||g||p|v
partissent|partir|PARTIRE||verb||||||||||imp||plur|||3||||fin|rfl|g||p|v
partist|partir|PARTIRE||verb||||||||||imp||sing|||3||intr||fin||g||p|v
partis|partir|PARTIRE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
partis|partir|PARTIRE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
parti|partir|PARTIRE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
partoie|partir|PARTIRE||verb||||||||||imp||sing|||1||||ind|rfl|g||p|v
partois|partir|PARTIRE||verb||||||||||sub||plur|||2|||pres|fin|rfl|g||p|v
partuis|pertuis|*PERTUSIARE||noun||||||acc|||masc|||sing|||||||||g||p|v
part|partir|PARTIRE||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
part|part1|PARS||noun|||||||||fem|||sing|||||||||g||p|v
par|par|PER||adposition|||||||||||||||||||||g||p|v
pasast|passer1|*PASSARE||verb||||||||||imp||sing|||3||intr||fin||g||p|v
pascor|pascor1 (GD)|PASCHA||noun||||||acc|||masc|||sing|||||||||g||p|v
pasiés|passer1|*PASSARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
pasmera|pasmer|SPASMUS||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
pasoient|passer1|*PASSARE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
pasoit|passer1|*PASSARE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
passa|passer1|*PASSARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
passee|passer1|*PASSARE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
passerent|passer1|*PASSARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
passer|passer1|*PASSARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
pas|pas|PASSUS1||noun||||||acc|||masc|||plur|||||||||g||p|v
